TrnPeriodNumber,TrnEmpCode,TrnParCode,TrnAmount,TrnAffectAmount,TrnPrintFlag,TrnuserId,TrnRecordno,TrnDate,TrnRef
2,124,23,196,0,2,0,78654,15-09-2023 00:00,
2,124,24,0,0,2,0,957107,15-09-2023 00:00,
2,124,25,0,0,2,0,957108,15-09-2023 00:00,
2,124,27,0,0,2,0,957109,15-09-2023 00:00,
2,124,33,300,0,2,0,817760,15-09-2023 00:00,
2,124,34,0,0,2,0,957110,15-09-2023 00:00,
2,124,35,0,0,2,0,957111,15-09-2023 00:00,
2,124,37,0,0,2,0,957112,15-09-2023 00:00,
2,124,39,0,0,2,0,957113,15-09-2023 00:00,
2,124,41,0,0,2,0,957114,15-09-2023 00:00,
2,124,44,0,0,2,0,957115,15-09-2023 00:00,
2,124,46,400,0,2,zemy,812667,10-10-2022 00:00,
2,124,48,0,0,2,0,957116,15-09-2023 00:00,
2,124,50,0,0,2,0,957118,15-09-2023 00:00,
2,124,51,2800,0,2,0,938204,15-09-2023 00:00,
2,124,52,3400,0,2,0,938203,15-09-2023 00:00,
2,124,62,0,0,2,0,957117,15-09-2023 00:00,
2,124,99,2226.5,0,2,0,938201,15-09-2023 00:00,
2,125,1,15800,0,2,zemy,25,07-08-2023 00:00,
2,125,3,0,0,2,0,957119,15-09-2023 00:00,
2,125,4,30,0,2,0,938637,15-09-2023 00:00,
2,125,5,15800,0,2,0,938638,15-09-2023 00:00,
2,125,8,2000,0,2,zemy,4017,08-12-2020 00:00,
2,125,11,0,0,2,0,957120,15-09-2023 00:00,
2,125,13,0,0,2,0,957121,15-09-2023 00:00,
2,125,15,0,0,2,0,957122,15-09-2023 00:00,
2,125,17,0,0,2,0,957123,15-09-2023 00:00,
2,125,18,2200,0,2,zemy,778310,07-08-2023 00:00,
2,125,21,4030.02,0,2,0,61847,15-09-2023 00:00,
2,125,22,1738,0,2,0,929739,15-09-2023 00:00,
2,125,23,1106,0,2,0,929740,15-09-2023 00:00,
2,125,24,0,0,2,0,957124,15-09-2023 00:00,
2,125,25,0,0,2,0,957125,15-09-2023 00:00,
2,125,27,0,0,2,0,957126,15-09-2023 00:00,
2,125,33,0,0,2,0,957127,15-09-2023 00:00,
2,125,34,0,0,2,0,957128,15-09-2023 00:00,
2,125,35,0,0,2,0,957129,15-09-2023 00:00,
2,125,37,0,0,2,0,957130,15-09-2023 00:00,
2,125,39,0,0,2,0,957131,15-09-2023 00:00,
2,125,41,0,0,2,0,957132,15-09-2023 00:00,
2,125,44,0,0,2,0,957133,15-09-2023 00:00,
2,125,48,0,0,2,0,957134,15-09-2023 00:00,
2,125,50,0,0,2,0,957136,15-09-2023 00:00,
2,125,51,15800,0,2,0,938658,15-09-2023 00:00,
2,125,52,20000,0,2,0,938657,15-09-2023 00:00,
2,125,62,0,0,2,0,957135,15-09-2023 00:00,
2,125,99,14863.98,0,2,0,938655,15-09-2023 00:00,
2,126,1,1000,0,2,sysadmin,26,01-01-2015 00:00,
2,126,8,100,0,2,zemy,4019,19-07-2017 00:00,
2,127,1,9000,0,2,zemy,27,05-08-2023 00:00,
2,127,3,0,0,2,0,957137,15-09-2023 00:00,
2,127,4,30,0,2,0,938044,15-09-2023 00:00,
2,127,5,9000,0,2,0,938045,15-09-2023 00:00,
2,127,8,1000,0,2,zemy,4021,05-08-2022 00:00,
2,127,11,0,0,2,0,957138,15-09-2023 00:00,
2,127,13,0,0,2,0,957139,15-09-2023 00:00,
2,127,15,0,0,2,0,957140,15-09-2023 00:00,
2,127,17,0,0,2,0,957141,15-09-2023 00:00,
2,127,21,1745.01,0,2,0,288036,15-09-2023 00:00,
2,127,22,990,0,2,0,413065,15-09-2023 00:00,
2,127,23,630,0,2,0,413066,15-09-2023 00:00,
2,127,24,0,0,2,0,957142,15-09-2023 00:00,
2,127,25,0,0,2,0,957143,15-09-2023 00:00,
2,127,27,0,0,2,0,957144,15-09-2023 00:00,
2,127,33,500,0,2,0,783914,15-09-2023 00:00,
2,127,34,0,0,2,0,957145,15-09-2023 00:00,
2,127,35,0,0,2,0,957146,15-09-2023 00:00,
2,127,37,0,0,2,0,957147,15-09-2023 00:00,
2,127,39,0,0,2,0,957148,15-09-2023 00:00,
2,127,41,0,0,2,0,957149,15-09-2023 00:00,
2,127,44,0,0,2,0,957150,15-09-2023 00:00,
2,127,48,0,0,2,0,957151,15-09-2023 00:00,
2,127,50,0,0,2,0,957153,15-09-2023 00:00,
2,127,51,9000,0,2,0,938064,15-09-2023 00:00,
2,127,52,10000,0,2,0,938063,15-09-2023 00:00,
